title,link,snippet,displayLink
GLUE-X Dataset | Papers With Code,https://paperswithcode.com/dataset/glue-x,"Mar 10, 2024 ... ... test data. Evaluations are conducted on 8 classic NLP tasks over popularly ... Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model ...",paperswithcode.com
Papers with Code - Machine Learning Datasets,https://paperswithcode.com/datasets?task=molecular-property-prediction,"Apr 22, 2022 ... The Maximum Unbiased Validation (MUV) dataset is a benchmark dataset selected from PubChem BioAssay. ... PCBA dataset 11 is a collection of high-quality ...",paperswithcode.com
BLURB Dataset | Papers With Code,https://paperswithcode.com/dataset/blurb,"Jun 25, 2024 ... ... NLP. In biomedicine, however, such resources are ostensibly scarce. In the ... test predictions using the same training and development data can ...",paperswithcode.com
TEST: Text Prototype Aligned Embedding to Activate LLM's Ability ...,https://paperswithcode.com/paper/test-text-prototype-aligned-embedding-to,"Aug 16, 2023 ... This work summarizes two ways to accomplish Time-Series (TS) tasks in today's Large Language Model (LLM) context: LLM-for-TS (model-centric) designs and ...",paperswithcode.com
Teaching Large Language Models to Self-Debug | Papers With Code,https://paperswithcode.com/paper/teaching-large-language-models-to-self-debug,"Apr 11, 2023 ... In this work, we propose Self-Debugging, which teaches a large language model to debug its predicted program via few-shot demonstrations.",paperswithcode.com
Corrective Retrieval Augmented Generation | Papers With Code,https://paperswithcode.com/paper/corrective-retrieval-augmented-generation,"Jan 29, 2024 ... Corrective Retrieval Augmented Generation. 29 Jan 2024 · Shi ... Specifically, a lightweight retrieval evaluator is designed to assess the overall quality ...",paperswithcode.com
VeriGen: A Large Language Model for Verilog Code Generation ...,https://paperswithcode.com/paper/verigen-a-large-language-model-for-verilog,"Jul 28, 2023 ... In this study, we explore the capability of Large Language Models (LLMs) to automate hardware design by generating high-quality Verilog code, a common ...",paperswithcode.com
Self-adaptive Multimodal Retrieval-Augmented Generation | Papers ...,https://paperswithcode.com/paper/self-adaptive-multimodal-retrieval-augmented,"Oct 15, 2024 ... Traditional Retrieval-Augmented Generation (RAG) methods are limited by their ... quality of both the retrieved documents and the output. Extensive ...",paperswithcode.com
StoryCloze Dataset | Papers With Code,https://paperswithcode.com/dataset/storycloze,"Oct 16, 2023 ... ... NLP community, research has been hindered by the lack of a proper evaluation ... Test'. This test requires a system to choose the correct ending to a ...",paperswithcode.com
Open Set Learning | Papers With Code,https://paperswithcode.com/task/open-set-learning,"Oct 23, 2023 ... ... test samples from the classes that are unseen during training. Open set ... Out-of-distribution (OOD) detection is vital to safety-critical machine learning ...",paperswithcode.com
Token-Level Uncertainty Estimation for Large Language Model ...,https://paperswithcode.com/paper/token-level-uncertainty-estimation-for-large,"6 days ago ... Token-Level Uncertainty Estimation for Large Language Model ... While Large Language Models (LLMs) have demonstrated impressive capabilities, their output quality ...",paperswithcode.com
PathRAG: Pruning Graph-based Retrieval Augmented Generation ...,https://paperswithcode.com/paper/pathrag-pruning-graph-based-retrieval,"Feb 18, 2025 ... Retrieval-augmented generation (RAG) improves the response quality of large language models (LLMs) by retrieving knowledge from external databases. Typical ...",paperswithcode.com
Text2BIM: Generating Building Models Using a Large Language ...,https://paperswithcode.com/paper/text2bim-generating-building-models-using-a,"Aug 15, 2024 ... Text2BIM: Generating Building Models Using a Large Language Model-based Multi-Agent Framework ... quality. Extensive experiments were conducted to compare ...",paperswithcode.com
Multilingual NLP | Papers With Code,https://paperswithcode.com/task/multilingual-nlp,"Jun 19, 2023 ... Multilingual NLP. 42 papers with code • 0 benchmarks • 8 datasets. This ... Parallel text is required for building high-quality machine translation (MT) ...",paperswithcode.com
SVAMP Dataset | Papers With Code,https://paperswithcode.com/dataset/svamp,"Jan 24, 2024 ... The examples in SVAMP test a model across different aspects of solving MWPs ... DeepSeek-Coder: When the Large Language Model Meets Programming -- The Rise of ...",paperswithcode.com
LightRAG: Simple and Fast Retrieval-Augmented Generation ...,https://paperswithcode.com/paper/lightrag-simple-and-fast-retrieval-augmented,"Oct 8, 2024 ... Retrieval-Augmented Generation ... Extensive experimental validation demonstrates considerable improvements in retrieval accuracy and efficiency compared to ...",paperswithcode.com
RAGAS: Automated Evaluation of Retrieval Augmented Generation ...,https://paperswithcode.com/paper/ragas-automated-evaluation-of-retrieval,"Sep 26, 2023 ... ... quality of the generation itself. With RAGAs, we put forward a suite of metrics which can be used to evaluate these different dimensions \textit{without ...",paperswithcode.com
VARGPT: Unified Understanding and Generation in a Visual ...,https://paperswithcode.com/paper/vargpt-unified-understanding-and-generation,"Jan 21, 2025 ... ... quality, respectively. Despite its LLAVA-based architecture for multimodel ... Large Language Model · Multimodal Large Language Model · Question Answering ...",paperswithcode.com
LLMcap: Large Language Model for Unsupervised PCAP Failure ...,https://paperswithcode.com/paper/llmcap-large-language-model-for-unsupervised,"Jul 3, 2024 ... Machine learning ... Index Terms: Network troubleshooting, Packet Capture Analysis, Self-Supervised Learning, Large Language Model, Network Quality of Service, ...",paperswithcode.com
SuperGLUE Dataset | Papers With Code,https://paperswithcode.com/dataset/superglue,"May 23, 2022 ... SuperGLUE is a benchmark dataset designed to pose a more rigorous test of language understanding than GLUE ... NLP approaches. More diverse task formats ...",paperswithcode.com
MAP-Neo: Highly Capable and Transparent Bilingual Large ...,https://paperswithcode.com/paper/map-neo-highly-capable-and-transparent,"May 29, 2024 ... MAP-Neo: Highly Capable and Transparent Bilingual Large Language Model Series ... quality tokens. Our MAP-Neo is the first fully open-sourced bilingual LLM ...",paperswithcode.com
Defect Detection in Tire X-Ray Images: Conventional Methods Meet ...,https://paperswithcode.com/paper/defect-detection-in-tire-x-ray-images,"Feb 28, 2024 ... ... machine learning models, can significantly improve the accuracy and reliability of tire defect detection, aiming to set a new standard in automated quality ...",paperswithcode.com
Defect Detection | Papers With Code,https://paperswithcode.com/task/defect-detection/latest,"Sep 24, 2024 ... Machine learning approaches for automatic defect detection in photovoltaic systems ... quality pixel-wise defect detection remains due to diverse defect ...",paperswithcode.com
Gorilla: Large Language Model Connected with Massive APIs ...,https://paperswithcode.com/paper/gorilla-large-language-model-connected-with,"May 24, 2023 ... ... test-time document changes, enabling flexible user updates or version changes. ... Large Language Model · Mathematical Reasoning · model · Program Synthesis ...",paperswithcode.com
William Knechtle | Papers With Code,https://paperswithcode.com/author/william-knechtle,"Aug 4, 2022 ... Development and Validation of ML-DQA -- a Machine Learning Data Quality Assurance Framework for Healthcare · no code implementations • 4 Aug 2022 • Mark ...",paperswithcode.com
Video-LLaMA: An Instruction-tuned Audio-Visual Language Model ...,https://paperswithcode.com/paper/video-llama-an-instruction-tuned-audio-visual,"Jun 5, 2023 ... SOTA for Video-Text Retrieval on Test-of-Time (2-Class Accuracy metric) ... quality. We found Video-LLaMA shows the ability to perceive and comprehend ...",paperswithcode.com
"Self-RAG: Learning to Retrieve, Generate, and Critique through Self ...",https://paperswithcode.com/paper/self-rag-learning-to-retrieve-generate-and,"Oct 17, 2023 ... We introduce a new framework called Self-Reflective Retrieval-Augmented Generation (Self-RAG) that enhances an LM's quality and factuality through retrieval ...",paperswithcode.com
Continual Learning | Papers With Code,https://paperswithcode.com/task/continual-learning,"Aug 5, 2022 ... ... validation. Source: [Continual Learning by Asymmetric Loss Approximation ... Machine Learning](https://books.google.ca/books/about ...",paperswithcode.com
Audio Generation | Papers With Code,https://paperswithcode.com/task/audio-generation,"Jan 29, 2023 ... WaveNet: A Generative Model for Raw Audio. ibab ... We introduce AudioLM, a framework for high-quality audio generation with long-term consistency.",paperswithcode.com
Machine Learning Datasets | Papers With Code,https://paperswithcode.com/datasets?q=TrailerFaces,"Feb 9, 2022 ... ... machine learning research in contexts that ... An evaluation protocol for face verification focusing on a large intra-pair image quality difference.",paperswithcode.com
Natural Language Inference | Papers With Code,https://paperswithcode.com/task/natural-language-inference,"May 22, 2023 ... As Transfer Learning from large-scale pre-trained models becomes more prevalent in Natural Language Processing (NLP), operating these large models in on-the- ...",paperswithcode.com
SPS Explained | Papers With Code,https://paperswithcode.com/method/sps-1,"Aug 20, 2024 ... ... Quality using Machine Learning Methods. Bogdan Gabrys, David Jacob Kedziora, Anna Musiał, Wojciech Rudno-Rudziński. 20 Aug 2024. 0. Harnessing Data Augmentation ...",paperswithcode.com
LSTM-Autoencoder based Anomaly Detection for Indoor Air Quality ...,https://paperswithcode.com/paper/lstm-autoencoder-based-anomaly-detection-for,"Apr 14, 2022 ... ... quality of air is closely related to human health and well-being. However, traditional statistics and shallow machine learning-based approaches in anomaly ...",paperswithcode.com
Machine Learning Datasets | Papers With Code,https://paperswithcode.com/datasets?task=multi-object-tracking&mod=videos,"Mar 4, 2022 ... ... Quality Assessment 8 Video Super-Resolution 8 3D Hand Pose Estimation 7 ... In addition to the classical training, validation and test sets, VETRA ...",paperswithcode.com
Membership Inference Attack | Papers With Code,https://paperswithcode.com/task/membership-inference-attack,"Aug 11, 2022 ... ML-Leaks: Model and Data Independent Membership Inference Attacks and Defenses on Machine Learning Models ... test their ability to withstand a simple membership ...",paperswithcode.com
DeepSeek-Coder: When the Large Language Model Meets ...,https://paperswithcode.com/paper/deepseek-coder-when-the-large-language-model,"Jan 25, 2024 ... DeepSeek-Coder: When the Large Language Model Meets Programming -- The Rise of Code Intelligence ... These models are pre-trained on a high-quality project-level ...",paperswithcode.com
CodeContests Dataset | Papers With Code,https://paperswithcode.com/dataset/codecontests,"Aug 8, 2024 ... CodeContests is a competitive programming dataset for machine-learning ... test cases in the form of paired inputs and outputs, as well as both correct ...",paperswithcode.com
Machine Learning Datasets | Papers With Code,https://paperswithcode.com/datasets?task=image-segmentation&page=1,"Nov 11, 2022 ... ... quality segmentation masks. ... The dataset is divided training set with 302 image sets, validation set with 96 image sets, and test set with 102 image sets.",paperswithcode.com
Agentic Retrieval-Augmented Generation: A Survey on Agentic RAG ...,https://paperswithcode.com/paper/agentic-retrieval-augmented-generation-a,"Jan 15, 2025 ... Agentic Retrieval-Augmented Generation: A Survey on Agentic RAG. 15 Jan ... QuALITY 2WikiMultiHopQA · QMSum. Results from the Paper. Edit. Submit results ...",paperswithcode.com
Retrieval-augmented Generation to Improve Math Question ...,https://paperswithcode.com/paper/retrieval-augmented-generation-to-improve,"Oct 4, 2023 ... Retrieval-augmented Generation to Improve Math Question-Answering: Trade ... quality. In this paper, we designed prompts that retrieve and use content ...",paperswithcode.com
QASPER Dataset | Papers With Code,https://paperswithcode.com/dataset/qasper,"Oct 6, 2024 ... ... NLP practitioner who read only the title and abstract of the corresponding ... QuALITY · GovReport. GovReport. Usage. Created with Highcharts 9.3.0 ...",paperswithcode.com
Machine Learning Datasets | Papers With Code,https://paperswithcode.com/datasets?q=Biased%20MNIST,"Feb 28, 2022 ... ... Quality ... Hence, each data set in the MedMNIST-C collection comprises 16 different corruptions (12 test corruptions and 4 validation corruptions) spanning 5 ...",paperswithcode.com
Paper tables with annotated results for AirRAG: Activating Intrinsic ...,https://paperswithcode.com/paper/airrag-activating-intrinsic-reasoning-for/review/,"Jan 19, 2025 ... Paper tables with annotated results for AirRAG: Activating Intrinsic Reasoning for Retrieval Augmented Generation via Tree-based Search. ... verification to ...",paperswithcode.com
Rethinking Robustness in Machine Learning: A Posterior Agreement ...,https://paperswithcode.com/paper/rethinking-robustness-in-machine-learning-a,"Mar 20, 2025 ... ... validation. Specifically, we extend the PA framework to the covariate shift setting by proposing a PA metric for robustness evaluation in supervised ...",paperswithcode.com
Playing the Game of 2048 | Papers With Code,https://paperswithcode.com/task/2048,"Feb 25, 2022 ... Neural network scaling has been critical for improving the model quality in many real-world machine learning applications with vast amounts of training data and ...",paperswithcode.com
Machine Learning Datasets | Papers With Code,https://paperswithcode.com/datasets?q=Network+Security+Protocols,"Jul 6, 2023 ... ... Verification 7 Image Manipulation 7 Node Clustering 7 2D ... Dex-Net 2.0 is a dataset associating 6.7 million point clouds and analytic grasp quality ...",paperswithcode.com
Machine Learning Datasets | Papers With Code,https://paperswithcode.com/datasets?task=mathematical-reasoning&mod=texts&page=1,"Nov 7, 2022 ... The dataset is collected by human experts with very high quality. We provide the dataset as a new benchmark to test the limit of large language models to apply ...",paperswithcode.com
Elevating Flow-Guided Video Inpainting with Reference Generation ...,https://paperswithcode.com/paper/elevating-flow-guided-video-inpainting-with,"Dec 12, 2024 ... Powered by a strong generative model, our method not only significantly enhances frame-level quality ... quality VI benchmark, HQVI, comprising carefully ...",paperswithcode.com
Dropout Explained | Papers With Code,https://paperswithcode.com/method/dropout,"Jun 19, 2024 ... At test time, all units are present, but with weights scaled by $p$ (i.e. $ ... Large Language Model ​ Large Language Model Information Retrieval ...",paperswithcode.com
CREMP Dataset | Papers With Code,https://paperswithcode.com/dataset/cremp,"May 13, 2023 ... ... machine learning models for macrocyclic peptides. CREMP contains 36198 unique macrocyclical peptides and their high-quality structural ensembles generated ...",paperswithcode.com
BloombergGPT: A Large Language Model for Finance | Papers With ...,https://paperswithcode.com/paper/bloomberggpt-a-large-language-model-for,"Mar 30, 2023 ... The use of NLP in the realm of financial technology is broad and ... ANLI test, Bloomberg GPT (one-shot), A1, 32.9, # 18. Compare. A2, 34.4, # 21. Compare.",paperswithcode.com
VideoPoet: A Large Language Model for Zero-Shot Video ...,https://paperswithcode.com/paper/videopoet-a-large-language-model-for-zero,"Dec 21, 2023 ... ... quality video, with matching audio, from a large variety of conditioning signals. ... Large Language Model · Text-to-Video Generation · Video Generation ...",paperswithcode.com
CBT-LLM: A Chinese Large Language Model for Cognitive ...,https://paperswithcode.com/paper/cbt-llm-a-chinese-large-language-model-for,"Mar 24, 2024 ... CBT-LLM: A Chinese Large Language Model for Cognitive Behavioral Therapy ... quality, and ensuring a solid foundation in psychological techniques. To ...",paperswithcode.com
MultiHop-RAG: Benchmarking Retrieval-Augmented Generation for ...,https://paperswithcode.com/paper/multihop-rag-benchmarking-retrieval-augmented,"Jan 27, 2024 ... Retrieval-augmented generation (RAG) augments large language models (LLM) by ... quality, thereby facilitating the great adoption of LLMs in practice.",paperswithcode.com
Direct Discriminative Optimization: Your Likelihood-Based Visual ...,https://paperswithcode.com/paper/direct-discriminative-optimization-your-1,"Mar 3, 2025 ... Direct Discriminative Optimization: Your Likelihood-Based Visual Generative Model is Secretly a GAN Discriminator ... quality under limited model capacity.",paperswithcode.com
Learning to (Learn at Test Time): RNNs with Expressive Hidden ...,https://paperswithcode.com/paper/learning-to-learn-at-test-time-rnns-with,"Jul 5, 2024 ... The key idea is to make the hidden state a machine learning model itself ... Since the hidden state is updated by training even on test sequences, our layers are ...",paperswithcode.com
Machine Learning-based xApp for Dynamic Resource Allocation in ...,https://paperswithcode.com/paper/machine-learning-based-xapp-for-dynamic,"Jan 15, 2024 ... This is accomplished by dynamically adjusting the allocation of Physical Resource Blocks (PRBs) based on traffic demand and Quality of Service (QoS) ...",paperswithcode.com
Sleep Quality | Papers With Code,https://paperswithcode.com/task/sleep-quality-prediction,"Feb 18, 2025 ... Sleep Quality. 17 papers with code • 1 benchmarks • 0 datasets. ( Image ... Quantified Sleep: Machine learning techniques for observational n-of-1 studies.",paperswithcode.com
LLM-Seg40K Dataset | Papers With Code,https://paperswithcode.com/dataset/llm-seg40k,"Apr 11, 2024 ... LLM-Seg40K dataset contains 14K images in total. The dataset is divided into training, validation, and test sets, containing 11K, 1K, and 2K images ...",paperswithcode.com
WIT Dataset | Papers With Code,https://paperswithcode.com/dataset/wit,"Jun 14, 2023 ... ... machine learning models. Key Advantages A few unique advantages of WIT: The ... test sets.",paperswithcode.com
Machine Learning Datasets - ECG Classification,https://paperswithcode.com/datasets?task=ecg-classification&page=1,"Jul 12, 2023 ... ... Verification 24 Few-Shot Image Classification 24 Intent Detection 24 Text-to ... The validation and test data contains twelve-lead, six-lead, four-lead ...",paperswithcode.com
Natural Questions Dataset | Papers With Code,https://paperswithcode.com/dataset/natural-questions,"Dec 30, 2024 ... ... test examples. Each example is comprised of a google.com query and ... Results, Date, Stars. Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.",paperswithcode.com
Machine Learning Datasets | Papers With Code,https://paperswithcode.com/datasets?task=visual-question-answering-1&page=1,"Sep 21, 2023 ... The CLEVR dataset consists of: a training set of 70k images and 700k questions, a validation set of 15k images and 150k questions, a test ... Large Language Model.",paperswithcode.com
WSC Dataset | Papers With Code,https://paperswithcode.com/dataset/wsc,"Dec 13, 2023 ... The Winograd Schema Challenge was introduced both as an alternative to the Turing Test and as a test ... LaCo: Large Language Model Pruning via Layer Collapse.",paperswithcode.com
Weakly Supervised Classification | Papers With Code,https://paperswithcode.com/task/weakly-supervised-classification,"May 26, 2023 ... ... test set performance without access to ground truth ... Strategies for improving the training and prediction quality of weakly supervised machine learning ...",paperswithcode.com
Machine Learning Datasets | Papers With Code,https://paperswithcode.com/datasets?q=Landscapes+256+x+256&mod=images&page=1,"Feb 27, 2022 ... FoodX-251 is a dataset of 251 fine-grained classes with 118k training, 12k validation and 28k test images. ... …Quantity 10,000 Quality 256x256px Diversity ...",paperswithcode.com
RTLLM: An Open-Source Benchmark for Design RTL Generation ...,https://paperswithcode.com/paper/rtllm-an-open-source-benchmark-for-design-rtl,"Aug 10, 2023 ... ... quality goal. This benchmark can automatically provide a quantitative ... Large Language Model · Prompt Engineering. Datasets. Edit. Add Datasets introduced ...",paperswithcode.com
Code Classification | Papers With Code,https://paperswithcode.com/task/code-classification,"Mar 12, 2025 ... ... Machine Learning (ML) and Natural Language Processing (NLP) algorithms can ... In addition to its large scale, CodeNet has a rich set of high-quality ...",paperswithcode.com
Machine Learning Datasets | Papers With Code,https://paperswithcode.com/datasets?task=anomaly-detection-in-surveillance-videos,"Jan 18, 2022 ... ... Verification 24 Few-Shot Image Classification 24 Intent ... Part-A is split into train and test subsets consisting of 300 and 182 images, respectively.",paperswithcode.com
