title,link,snippet,displayLink
Evaluation and monitoring metrics for generative AI - Azure AI ...,https://learn.microsoft.com/en-us/azure/ai-foundry/concepts/evaluation-metrics-built-in,"Apr 4, 2025 ... Our definition and grading rubrics to be used by the Large Language Model judge to score this metric: Definition: Intent Resolution assesses the quality of the ...",learn.microsoft.com
What are Large Language Models (LLMs)? | Definition from ...,https://www.techtarget.com/whatis/definition/large-language-model-LLM,"May 15, 2024 ... A large language model is a type of artificial intelligence algorithm ... Quality of experience (QoE or QoX) is a measure of the overall level of a ...",www.techtarget.com
AAAI-25 Workshop List - AAAI,https://aaai.org/conference/aaai/aaai-25/workshop-list/,"Nov 22, 2024 ... Their valuable contributions have been instrumental in ensuring the quality and rigor of the workshop's program. ... W42: Large Language Model and Generative AI ...",aaai.org
What is GenAI? Generative AI Explained | TechTarget,https://www.techtarget.com/searchenterpriseai/definition/generative-AI,"Mar 13, 2025 ... Double-check the quality of AI-generated code and content using other tools. ... Retrieval-augmented generation (RAG) and Retrieval-Augmented Language Model ...",www.techtarget.com
Artificial Intelligence Risk Management Framework: Generative ...,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf,"Jul 25, 2024 ... Data quality; Model architecture (e.g., convolutional neural network, transformers, etc.); Optimization objectives; Training algorithms; RLHF approaches ...",nvlpubs.nist.gov
Retrieval-augmented generation for generative artificial intelligence ...,https://www.nature.com/articles/s44401-024-00004-1,"Jan 25, 2025 ... Additionally, the utilization of generative AI could enhance the quality of health services for patients while alleviating the workload for clinicians.",www.nature.com
ICLR 2025 Schedule,https://iclr.cc/virtual/2025/calendar,"Apr 24, 2025 ... ... Large-Scale Multi-Task Dataset for In-Context Reinforcement Learning · COFlowNet: Conservative Constraints on Flows Enable High-Quality Candidate Generation.",iclr.cc
Generative Artificial Intelligence and Musculoskeletal Health Care ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC12033169/,"Apr 26, 2025 ... In the generative backward process, these images are then “denoised” step-by-step until high-quality images resembling realistic shoulder radiographs are ...",pmc.ncbi.nlm.nih.gov
Large language model for knowledge synthesis and AI-enhanced ...,https://www.sciencedirect.com/science/article/pii/S0167779925000459,"Mar 5, 2025 ... Through testing with 100 high-quality Q&A pairs, we optimized parameters to a chunk size of 300 and Top N of 8, finetuned LLM parameters, and applied prompt ...",www.sciencedirect.com
Try NVIDIA NIM APIs,https://build.nvidia.com/,"Jul 22, 2022 ... Cutting-edge open multimodal model exceling in high-quality reasoning from images. language generationvision assistant. +2. PREVIEW. microsoftphi-4-multimodal ...",build.nvidia.com
AI agent innovates: Pushing the boundaries of Generative Tech,https://global.fujitsu/-/media/Project/Fujitsu/Fujitsu-HQ/technology/key-technologies/news/ta-ai-agent-innovation-20250328/ta-ai-agent-innovation-20250328-en.pdf?rev=297180d8c5fc406281ea3171a8a19e0b&hash=FB7F836C753E12B92DCA076E1F007F6C,"Mar 28, 2025 ... Generative AI technology is evolving rapidly, with innovations like the introduction of retrieval-augmented generation (RAG) contributing to quality ...",global.fujitsu
Unlocking the Potential of Generative AI through Neuro-Symbolic ...,https://arxiv.org/html/2502.11269v1,"Feb 16, 2025 ... ... quality measurements. A symbolic fibring function then harmonizes these ... Large language model based multi-agents: A survey of progress and challenges.",arxiv.org
Deep learning and generative artificial intelligence in aging ...,https://www.aging-us.com/article/206190/text,"Feb 15, 2024 ... ... quality of life for older adults [10]. Similarly, Bernal et al. (2024) ... ProtAgents: protein discovery via large language model multi-agent collaborations ...",www.aging-us.com
Featured courses | IBM SkillsBuild,https://skillsbuild.org/college-students/course-catalog,"Aug 13, 2022 ... ... AI ethical considerations, Natural Language Processing, and ... quality, model outputs, and use evaluation insights to adjust prompts and parameters.",skillsbuild.org
Retrieval-augmented generation - Wikipedia,https://en.wikipedia.org/wiki/Retrieval-augmented_generation,"Mar 26, 2025 ... ... generative artificial intelligence (Gen AI) models to retrieve and incorporate new information. ... retrieval accuracy and generative quality. Popular datasets ...",en.wikipedia.org
What is an LLM (large language model)? | Cloudflare,https://www.cloudflare.com/learning/ai/what-is-large-language-model/,"Sep 13, 2023 ... But the quality of the samples impacts how well LLMs will learn natural language, so an LLM's programmers may use a more curated data set. LLMs use a type ...",www.cloudflare.com
Mitigating Cognitive Biases in Clinical Decision-Making Through ...,https://www.jmir.org/2024/1/e59439/,"Nov 19, 2024 ... Keywords. clinical decision-making; cognitive bias; generative artificial intelligence; large language model; multi-agent ... quality of patient care. Furthermore ...",www.jmir.org
Generative Artificial Intelligence in Official Statistics,https://unece.org/sites/default/files/2025-03/Gen%20AI%20For%20Official%20Statistics_Using%2C%20Implementing%20and%20Developing%20Chapter.pdf,"Mar 31, 2025 ... 9 For example, the Australian Bureau of Statistics (Australia) used LLMs to update occupation codes, achieving approximately 70% quality compared to human- ...",unece.org
AI Terms Glossary: AI Terms To Know In 2024 | Moveworks ...,https://www.moveworks.com/us/en/resources/ai-terms-glossary,"May 2, 2023 ... ... model trained on a large dataset to perform natural language understanding and generation ... AI models like OpenAI's GPT-4 to produce higher-quality output. It ...",www.moveworks.com
Vol. 38 No. 16: AAAI-24 Technical Tracks 16 | Proceedings of the ...,https://ojs.aaai.org/index.php/AAAI/issue/view/591,"Mar 25, 2024 ... WikiSQE: A Large-Scale Dataset for Sentence Quality Estimation in Wikipedia ... Benchmarking Large Language Models in Retrieval-Augmented Generation. Jiawei ...",ojs.aaai.org
